PROP_OBJECT_IDENTIFIER,PROP_OBJECT_NAME,PROP_DESCRIPTION
OBJECT_ANALOG_VALUE_3002186,NAE08/FC-1.8-UP-100.HTGSTBY-SP,Heating Standby Setpoint
OBJECT_ANALOG_VALUE_3002187,NAE08/FC-1.8-UP-100.HTGUNOCC-SP,Heating Unoccupy Setpoint
OBJECT_ANALOG_VALUE_3002188,NAE08/FC-1.8-UP-100.EFFCLG-SP,Effective Cooling Setpoint
OBJECT_ANALOG_VALUE_3002189,NAE08/FC-1.8-UP-100.EFFHTG-SP,Effective Heating Setpoint
OBJECT_ANALOG_VALUE_3002190,NAE08/FC-1.8-UP-100.VAV-DMP-MIN-POS,VAV Damper Minimum Position
OBJECT_ANALOG_VALUE_3002191,NAE08/FC-1.8-UP-100.SUP-HTG-MIN-POS,Supplement Heating Minimum Position
OBJECT_ANALOG_VALUE_3002192,NAE08/FC-1.8-UP-100.ZN2T-SP,Zone 2 Temperature Setpoint
OBJECT_ANALOG_VALUE_3002199,NAE08/FC-1.8-UP-100.ZN3T-SP,Zone 3 Temperature Setpoint
OBJECT_ANALOG_VALUE_3002222,NAE08/FC-1.NAE8-T1-FEC46.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002223,NAE08/FC-1.NAE8-T1-FEC46.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002224,NAE08/FC-1.NAE8-T1-FEC47.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002225,NAE08/FC-1.NAE8-T1-FEC47.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002226,NAE08/FC-1.NAE8-T1-FEC48.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002227,NAE08/FC-1.NAE8-T1-FEC48.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002228,NAE08/FC-1.NAE8-T1-FEC49.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002229,NAE08/FC-1.NAE8-T1-FEC49.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002230,NAE08/FC-1.NAE8-T1-FEC50.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002231,NAE08/FC-1.NAE8-T1-FEC50.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002232,NAE08/FC-1.NAE8-T1-FEC51.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002233,NAE08/FC-1.NAE8-T1-FEC51.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002234,NAE08/FC-1.NAE8-T1-FEC52.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002235,NAE08/FC-1.NAE8-T1-FEC52.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002236,NAE08/FC-1.NAE8-T1-FEC53.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002237,NAE08/FC-1.NAE8-T1-FEC53.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002238,NAE08/FC-1.NAE8-T1-FEC54.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002239,NAE08/FC-1.NAE8-T1-FEC54.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002240,NAE08/FC-1.NAE8-T1-FEC55.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002241,NAE08/FC-1.NAE8-T1-FEC55.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002242,NAE08/FC-1.NAE8-T1-FEC56.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002243,NAE08/FC-1.NAE8-T1-FEC56.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002244,NAE08/FC-1.7-UP-90.SUP-HTG-MIN-POS,
OBJECT_ANALOG_VALUE_3002245,NAE08/FC-1.7-UP-91.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002246,NAE08/FC-1.7-UP-92.SUP-HTG-MIN-POS,
OBJECT_ANALOG_VALUE_3002247,NAE08/FC-1.NAE8-T1-FEC59.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002248,NAE08/FC-1.NAE8-T1-FEC59.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002249,NAE08/FC-1.NAE8-T1-FEC60.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002250,NAE08/FC-1.NAE8-T1-FEC60.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002251,NAE08/FC-1.NAE8-T1-FEC61.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002252,NAE08/FC-1.NAE8-T1-FEC61.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002253,NAE08/FC-1.NAE8-T1-FEC62.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002254,NAE08/FC-1.NAE8-T1-FEC62.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002255,NAE08/FC-1.NAE8-T1-FEC63.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002256,NAE08/FC-1.NAE8-T1-FEC63.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002257,NAE08/FC-1.NAE8-T1-FEC64.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002258,NAE08/FC-1.NAE8-T1-FEC64.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002259,NAE08/FC-1.NAE8-T1-FEC65.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002260,NAE08/FC-1.NAE8-T1-FEC65.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002261,NAE08/FC-1.NAE8-T1-FEC66.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002262,NAE08/FC-1.NAE8-T1-FEC66.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002263,NAE08/FC-1.NAE8-T1-FEC67.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002264,NAE08/FC-1.NAE8-T1-FEC67.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002265,NAE08/FC-1.NAE8-T1-FEC68.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002266,NAE08/FC-1.NAE8-T1-FEC68.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002267,NAE08/FC-1.NAE8-T1-FEC69.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002268,NAE08/FC-1.NAE8-T1-FEC69.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3002448,NAE08/FC-1.9-UP-86.ZN3T-SP,Sideloop Temperature Setpoint
OBJECT_ANALOG_VALUE_3002468,NAE08/FC-1.9-UP-88.CLGUNOCC-MINFLOW,Unocc Cooling Min Flow
OBJECT_ANALOG_VALUE_3002469,NAE08/FC-1.9-UP-88.HTGUNOCC-MINFLOW,Unocc Heating Min Flow
OBJECT_ANALOG_VALUE_3002470,NAE08/FC-1.9-UP-88.CLDWN-MINFLOW,Cooldown Min Flow
OBJECT_ANALOG_VALUE_3002471,NAE08/FC-1.9-UP-88.WU-MINFLOW,Warmup Min Flow
OBJECT_ANALOG_VALUE_3002472,NAE08/FC-1.9-UP-88.MINFLOWCO2-SP,Setpoint
OBJECT_ANALOG_VALUE_3002473,NAE08/FC-1.9-UP-88.MINFLOWCO2-PB,Proportional Band
OBJECT_ANALOG_VALUE_3002474,NAE08/FC-1.9-UP-88.OCC-LEVEL,Occupancy Level
OBJECT_ANALOG_VALUE_3002475,NAE08/FC-1.9-UP-88.CLG-MINFLOW,Cooling Min Flow
OBJECT_ANALOG_VALUE_3002476,NAE08/FC-1.9-UP-88.HTG-MINFLOW,Heating Min Flow
OBJECT_ANALOG_VALUE_3002477,NAE08/FC-1.9-UP-88.OA-PERCENT,OA Percent
OBJECT_ANALOG_VALUE_3002481,NAE08/FC-1.9-UP-88.SAFLOW-ABSEFFORT,Supply Damper Absolute EWMA Effort
OBJECT_ANALOG_VALUE_3002482,NAE08/FC-1.9-UP-88.SAFLOW-ABSERROR,Supply Damper Absolute EWMA Error
OBJECT_ANALOG_VALUE_3002483,NAE08/FC-1.9-UP-88.SAFLOW-ERROR,Supply Damper EWMA Error
OBJECT_ANALOG_VALUE_3002484,NAE08/FC-1.9-UP-88.SAFLOW-EWMA,Supply Damper EWMA Present Value
OBJECT_ANALOG_VALUE_3002485,NAE08/FC-1.9-UP-88.SAD-ST,
OBJECT_ANALOG_VALUE_3002487,NAE08/FC-1.9-UP-88.CLG-ABSERROR,Supply Flow Absolute EWMA Error
OBJECT_ANALOG_VALUE_3002488,NAE08/FC-1.9-UP-88.CLG-ABSEFFORT,Supply Flow Absolute EWMA Effort
OBJECT_ANALOG_VALUE_3002489,NAE08/FC-1.9-UP-88.CLG-ERROR,Supply Flow EWMA Error
OBJECT_ANALOG_VALUE_3002490,NAE08/FC-1.9-UP-88.CLG-EWMA,Supply Flow EWMA Present Value
OBJECT_ANALOG_VALUE_3002493,NAE08/FC-1.9-UP-88.WCT-DIFF,Warmup Diff
OBJECT_ANALOG_VALUE_3002495,NAE08/FC-1.9-UP-88.SA-AREA,Supply Area
OBJECT_ANALOG_VALUE_3002496,NAE08/FC-1.9-UP-88.SA-KFACTOR,Supply Pickup Gain
OBJECT_ANALOG_VALUE_3002497,NAE08/FC-1.9-UP-88.CLG-MAXFLOW,Cooling Max Flow
OBJECT_ANALOG_VALUE_3002498,NAE08/FC-1.9-UP-88.CLGOCC-MINFLOW,Occ Cooling Min Flow
OBJECT_ANALOG_VALUE_3002499,NAE08/FC-1.9-UP-88.HTGOCC-MINFLOW,Occ Heating Min Flow
OBJECT_ANALOG_VALUE_3002501,NAE08/FC-1.9-UP-88.PFRESTART-TIME,Power Fail Restart Time
OBJECT_ANALOG_VALUE_3002504,NAE08/FC-1.9-UP-88.UNOCC-SATTIME,Satisfied Timer Duration
OBJECT_ANALOG_VALUE_3002508,NAE08/FC-1.9-UP-88.OCCMODE-BYPASSTIME,
OBJECT_ANALOG_VALUE_3002509,NAE08/FC-1.9-UP-88.HTG-PURGETIME,Heating Purge Duration
OBJECT_ANALOG_VALUE_3002528,NAE08/FC-1.8-UP-101.ZN1-DMP-MAX,Zone 1 Damper Maximum Position
OBJECT_ANALOG_VALUE_3002529,NAE08/FC-1.8-UP-101.CLGOCC-SP,Cooling Occupy Setpoint
OBJECT_ANALOG_VALUE_3002530,NAE08/FC-1.8-UP-101.CLGSTBY-SP,Cooling Standby Setpoint
OBJECT_ANALOG_VALUE_3002531,NAE08/FC-1.8-UP-101.CLGUNOCC-SP,Cooling Unoccupy Setpoint
OBJECT_ANALOG_VALUE_3002532,NAE08/FC-1.8-UP-101.HTGOCC-SP,Heating Occupy Setpoint
OBJECT_ANALOG_VALUE_3002533,NAE08/FC-1.8-UP-101.HTGSTBY-SP,Heating Standby Setpoint
OBJECT_ANALOG_VALUE_3002534,NAE08/FC-1.8-UP-101.HTGUNOCC-SP,Heating Unoccupy Setpoint
OBJECT_ANALOG_VALUE_3002535,NAE08/FC-1.8-UP-101.VAV-DMP-MIN-POS,VAV Damper Minimum Position
OBJECT_ANALOG_VALUE_3002536,NAE08/FC-1.8-UP-101.SUP-HTG-MIN-POS,Supplement Heating Minimum Position
OBJECT_ANALOG_VALUE_3002538,NAE08/FC-1.8-UP-101.ZN1T-SP,Zone 1 Temperature Setpoint
OBJECT_ANALOG_VALUE_3002562,NAE08/FC-1.NAE8-T1-FEC45.RA-CO2A,Return Air CO2 Sensor A
OBJECT_ANALOG_VALUE_3002588,NAE08/FC-1.NAE8-T1-FEC64.ZONE1_3-T,Zone 1 & 3 High Temperature Select
OBJECT_ANALOG_VALUE_3002619,NAE08/FC-1.7-UP-93.ZN1-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3002620,NAE08/FC-1.7-UP-93.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3002623,NAE08/FC-1.7-UP-93.ZN1T-SP,Zone 1 Temperature Setpoint
OBJECT_ANALOG_VALUE_3003411,NAE08/FC-1.9-UP-87.ZN-SP,CS Input (Float)
OBJECT_ANALOG_VALUE_3003412,NAE08/FC-1.9-UP-87.ZN-T,Global Object used
OBJECT_ANALOG_VALUE_3003422,NAE08/FC-1.9-UP-89.SAD-ST,
OBJECT_ANALOG_VALUE_3003423,NAE08/FC-1.9-UP-87.OA-PERCENT,OA Percent
OBJECT_ANALOG_VALUE_3003424,NAE08/FC-1.9-UP-87.SAD-ST,
OBJECT_ANALOG_VALUE_3003425,NAE08/FC-1.9-UP-87.SA-F,
OBJECT_ANALOG_VALUE_3003807,NAE08/FC-1.8-UP-102.ZN1-DMP-MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3003808,NAE08/FC-1.8-UP-102.VAV-DMP-MIN-POS,CS Input (Float)
OBJECT_ANALOG_VALUE_3003809,NAE08/FC-1.8-UP-102.SUP-HTG-MIN-POS,Radiation Htg Minimum Position
OBJECT_ANALOG_VALUE_3003810,NAE08/FC-1.8-UP-102.ZN1T-SP,Zone 1 Temperature Setpoint
OBJECT_ANALOG_VALUE_3003814,NAE08/FC-1.8-UP-102.CLGOCC-SP,
OBJECT_ANALOG_VALUE_3003815,NAE08/FC-1.8-UP-102.CLGSTBY-SP,
OBJECT_ANALOG_VALUE_3003816,NAE08/FC-1.8-UP-102.CLGUNOCC-SP,
OBJECT_ANALOG_VALUE_3003817,NAE08/FC-1.8-UP-102.HTGOCC-SP,
OBJECT_ANALOG_VALUE_3003818,NAE08/FC-1.8-UP-102.HTGSTBY-SP,
OBJECT_ANALOG_VALUE_3003819,NAE08/FC-1.8-UP-102.HTGUNOCC-SP,
OBJECT_ANALOG_VALUE_3003942,NAE08/FC-1.NAE8-T1-FEC81.CO2 SP Differential,Input (Float)
OBJECT_ANALOG_VALUE_3003943,NAE08/FC-1.NAE8-T1-FEC58.CO2 SP Differential,Input (Float)
OBJECT_ANALOG_VALUE_3003975,NAE08/FC-1.NAE8-T1-FEC58.Floor Max CO2,Output (Float)
OBJECT_ANALOG_VALUE_3003976,NAE08/FC-1.NAE8-T1-FEC81.Floor Max CO2,Output (Float)
OBJECT_ANALOG_VALUE_3003977,NAE08/FC-1.NAE8-T1-FEC45.Floor Max CO2,Output (Float)
OBJECT_ANALOG_VALUE_3004001,NAE08/FC-1.NAE8-T1-FEC45.CO2 SP Differential,Input (Float)
OBJECT_ANALOG_VALUE_3004309,NAE08/FC-1.NAE8-T1-FEC45.2DAT RST ZNT MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3004310,NAE08/FC-1.NAE8-T1-FEC45.2DAT RST ZNT MIN,CS Input (Float)
OBJECT_ANALOG_VALUE_3004311,NAE08/FC-1.NAE8-T1-FEC45.1DAT RST OAT MIN,CS Input (Float)
OBJECT_ANALOG_VALUE_3004312,NAE08/FC-1.NAE8-T1-FEC45.1DAT CLG-MAX OAT RST,CS Input (Float)
OBJECT_ANALOG_VALUE_3004313,NAE08/FC-1.NAE8-T1-FEC45.1DAT RST OAT MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3004314,NAE08/FC-1.NAE8-T1-FEC45.1DAT CLG-MIN OAT RST,CS Input (Float)
OBJECT_ANALOG_VALUE_3004315,NAE08/FC-1.NAE8-T1-FEC45.2DAT CLG-MAX ZNT RST,CS Input (Float)
OBJECT_ANALOG_VALUE_3004316,NAE08/FC-1.NAE8-T1-FEC45.2DAT CLG-MIN ZNT RST,CS Input (Float)
OBJECT_ANALOG_VALUE_3004318,NAE08/FC-1.NAE8-T1-FEC45.OA-T,CS Input (Float)
OBJECT_ANALOG_VALUE_3004319,NAE08/FC-1.NAE8-T1-FEC45.Min CO2 RST,CS Input (Float)
OBJECT_ANALOG_VALUE_3004323,NAE08/FC-1.NAE8-T1-FEC45.DAT-SP-RAT,Output (Float)
OBJECT_ANALOG_VALUE_3004324,NAE08/FC-1.NAE8-T1-FEC45.DAT-SP-OAT,Output (Float)
OBJECT_ANALOG_VALUE_3004327,NAE08/FC-1.NAE8-T1-FEC45.Discharge Air Setpoint Calculat,Discharge Air Setpoint
OBJECT_ANALOG_VALUE_3004328,NAE08/FC-1.NAE8-T1-FEC45.Eff OA Flow Setpoint,Output (Float)
OBJECT_ANALOG_VALUE_3004329,NAE08/FC-1.NAE8-T1-FEC45.RAT-SP,CS Input (Float)
OBJECT_ANALOG_VALUE_3004330,NAE08/FC-1.NAE8-T1-FEC45.MIAFLOW-SP,CS Input (Float)
OBJECT_ANALOG_VALUE_3004331,NAE08/FC-1.NAE8-T1-FEC58.2DAT RST ZNT MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3004332,NAE08/FC-1.NAE8-T1-FEC58.2DAT RST ZNT MIN,CS Input (Float)
OBJECT_ANALOG_VALUE_3004333,NAE08/FC-1.NAE8-T1-FEC58.1DAT RST OAT MIN,CS Input (Float)
OBJECT_ANALOG_VALUE_3004334,NAE08/FC-1.NAE8-T1-FEC58.1DAT CLG-MAX OAT RST,CS Input (Float)
OBJECT_ANALOG_VALUE_3004335,NAE08/FC-1.NAE8-T1-FEC58.1DAT RST OAT MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3004336,NAE08/FC-1.NAE8-T1-FEC58.1DAT CLG-MIN OAT RST,CS Input (Float)
OBJECT_ANALOG_VALUE_3004337,NAE08/FC-1.NAE8-T1-FEC58.MIAFLOW-SP,CS Input (Float)
OBJECT_ANALOG_VALUE_3004338,NAE08/FC-1.NAE8-T1-FEC58.2DAT CLG-MAX ZNT RST,CS Input (Float)
OBJECT_ANALOG_VALUE_3004339,NAE08/FC-1.NAE8-T1-FEC58.2DAT CLG-MIN ZNT RST,CS Input (Float)
OBJECT_ANALOG_VALUE_3004341,NAE08/FC-1.NAE8-T1-FEC58.OA-T,CS Input (Float)
OBJECT_ANALOG_VALUE_3004342,NAE08/FC-1.NAE8-T1-FEC58.Min CO2 RST,CS Input (Float)
OBJECT_ANALOG_VALUE_3004346,NAE08/FC-1.NAE8-T1-FEC58.DAT-SP-RAT,Output (Float)
OBJECT_ANALOG_VALUE_3004347,NAE08/FC-1.NAE8-T1-FEC58.DAT-SP-OAT,Output (Float)
OBJECT_ANALOG_VALUE_3004350,NAE08/FC-1.NAE8-T1-FEC58.Discharge Air Setpoint Calculat,Discharge Air Setpoint
OBJECT_ANALOG_VALUE_3004351,NAE08/FC-1.NAE8-T1-FEC58.RAT-SP,CS Input (Float)
OBJECT_ANALOG_VALUE_3004352,NAE08/FC-1.NAE8-T1-FEC58.Eff OA Flow Setpoint,Output (Float)
OBJECT_ANALOG_VALUE_3004353,NAE08/FC-1.NAE8-T1-FEC81.2DAT RST ZNT MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3004354,NAE08/FC-1.NAE8-T1-FEC81.2DAT RST ZNT MIN,CS Input (Float)
OBJECT_ANALOG_VALUE_3004355,NAE08/FC-1.NAE8-T1-FEC81.1DAT RST OAT MIN,CS Input (Float)
OBJECT_ANALOG_VALUE_3004356,NAE08/FC-1.NAE8-T1-FEC81.1DAT CLG-MAX OAT RST,CS Input (Float)
OBJECT_ANALOG_VALUE_3004357,NAE08/FC-1.NAE8-T1-FEC81.1DAT RST OAT MAX,CS Input (Float)
OBJECT_ANALOG_VALUE_3004358,NAE08/FC-1.NAE8-T1-FEC81.1DAT CLG-MIN OAT RST,CS Input (Float)
OBJECT_ANALOG_VALUE_3004359,NAE08/FC-1.NAE8-T1-FEC81.MIAFLOW-SP,CS Input (Float)
OBJECT_ANALOG_VALUE_3004360,NAE08/FC-1.NAE8-T1-FEC81.2DAT CLG-MAX ZNT RST,CS Input (Float)
OBJECT_ANALOG_VALUE_3004361,NAE08/FC-1.NAE8-T1-FEC81.2DAT CLG-MIN ZNT RST,CS Input (Float)
OBJECT_ANALOG_VALUE_3004363,NAE08/FC-1.NAE8-T1-FEC81.OA-T,CS Input (Float)
OBJECT_ANALOG_VALUE_3004364,NAE08/FC-1.NAE8-T1-FEC81.Min CO2 RST,CS Input (Float)
OBJECT_ANALOG_VALUE_3004368,NAE08/FC-1.NAE8-T1-FEC81.DAT-SP-RAT,Output (Float)
OBJECT_ANALOG_VALUE_3004369,NAE08/FC-1.NAE8-T1-FEC81.DAT-SP-OAT,Output (Float)
OBJECT_ANALOG_VALUE_3004372,NAE08/FC-1.NAE8-T1-FEC81.Discharge Air Setpoint Calculat,Discharge Air Setpoint
OBJECT_ANALOG_VALUE_3004373,NAE08/FC-1.NAE8-T1-FEC81.Eff OA Flow Setpoint,Output (Float)
OBJECT_ANALOG_VALUE_3004374,NAE08/FC-1.NAE8-T1-FEC81.RAT-SP,CS Input (Float)
OBJECT_BINARY_INPUT_3000238,NAE08/FC-1.NAE8-T1-FEC81.HT-A,High Temperature Alarm
OBJECT_BINARY_INPUT_3000240,NAE08/FC-1.NAE8-T1-FEC81.SF-S,Supply Fan Status
OBJECT_BINARY_INPUT_3000253,NAE08/FC-1.NAE8-T1-FEC81.CULEAK-A,Compartment Unit Leak Alarm
OBJECT_BINARY_INPUT_3000254,NAE08/FC-1.NAE8-T1-FEC81.OAD-ES,OA Damper End Switch
OBJECT_BINARY_INPUT_3000255,NAE08/FC-1.NAE8-T1-FEC81.PFILT-S,PreFilter Status
OBJECT_BINARY_INPUT_3000271,NAE08/FC-1.NAE8-T1-FEC58.HT-A,High Temperature Alarm
OBJECT_BINARY_INPUT_3000273,NAE08/FC-1.NAE8-T1-FEC58.SF-S,Supply Fan Status
OBJECT_BINARY_INPUT_3000286,NAE08/FC-1.NAE8-T1-FEC58.CULEAK-A,Compartment Unit Leak Alarm
OBJECT_BINARY_INPUT_3000287,NAE08/FC-1.NAE8-T1-FEC58.OAD-ES,OA Damper End Switch
OBJECT_BINARY_INPUT_3000288,NAE08/FC-1.NAE8-T1-FEC58.PFILT-S,PreFilter Status
OBJECT_BINARY_INPUT_3000491,NAE08/FC-1.NAE8-T1-FEC45.HT-A,High Temperature Alarm
OBJECT_BINARY_INPUT_3000493,NAE08/FC-1.NAE8-T1-FEC45.SF-S,Supply Fan Status
OBJECT_BINARY_INPUT_3000506,NAE08/FC-1.NAE8-T1-FEC45.CULEAK-A,Compartment Unit Leak Alarm
OBJECT_BINARY_INPUT_3000507,NAE08/FC-1.NAE8-T1-FEC45.OAD-ES,OA Damper End Switch
OBJECT_BINARY_INPUT_3000508,NAE08/FC-1.NAE8-T1-FEC45.PFILT-S,PreFilter Status
OBJECT_BINARY_INPUT_3001107,NAE08/FC-1.9-UP-87.SF-S,Supply Fan Status
OBJECT_BINARY_INPUT_3001929,NAE08/FC-1.9-UP-88.SF-S,Supply Fan Status
OBJECT_BINARY_INPUT_3001949,NAE08/FC-1.9-UP-89.SF-S,Supply Fan Status
OBJECT_BINARY_OUTPUT_3000239,NAE08/FC-1.NAE8-T1-FEC81.SF-C,Supply Fan Command
OBJECT_BINARY_OUTPUT_3000272,NAE08/FC-1.NAE8-T1-FEC58.SF-C,Supply Fan Command
OBJECT_BINARY_OUTPUT_3000492,NAE08/FC-1.NAE8-T1-FEC45.SF-C,Supply Fan Command
OBJECT_BINARY_OUTPUT_3001109,NAE08/FC-1.9-UP-87.SF-C,Supply Fan Command
OBJECT_BINARY_OUTPUT_3001931,NAE08/FC-1.9-UP-88.SF-C,Supply Fan Command
OBJECT_BINARY_OUTPUT_3001951,NAE08/FC-1.9-UP-89.SF-C,Supply Fan Command
OBJECT_BINARY_VALUE_3000058,NAE08/FC-1.NAE08-T1-FEC70.HTG-EN,Heating isAvailable
